Phrase,Match,Similiarity
main driver growth automobile industry Europe ?,big airlines industry China ?,0.4085334
main driver growth automobile industry Europe ?,main driver growth automobile industry Europe ?,1.0
main driver growth automobile industry Europe ?,ROE Indian market ?,0.026410155
main driver growth automobile industry Europe ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.057924204
main driver growth automobile industry Europe ?,profitable airports ?,0.098620564
main driver growth automobile industry Europe ?,Give detailed breakup income expenses South-East Asia,0.05590552
main driver growth automobile industry Europe ?,detailed income statement breakdown Axa ?,0.105566174
main driver growth automobile industry Europe ?,country Europe going grow 2020 ?,0.061135013
main driver growth automobile industry Europe ?,airline industry performing globally ?,-0.010090046
main driver growth automobile industry Europe ?,prominent legal cases ?,0.35186332
main driver growth automobile industry Europe ?,Show oil rigs world,0.04592988
main driver growth automobile industry Europe ?,profits clocked Cholamandalam 2020 ?,0.026522402
main driver growth automobile industry Europe ?,prominent bankruptcies 2020 ?,0.35186332
main driver growth automobile industry Europe ?,Lloyd 's syndicates owns maximum number assets ?,0.016690966
main driver growth automobile industry Europe ?,company compares peers ?,0.032306015
main driver growth automobile industry Europe ?,many passengers carried ?,0.16033939
main driver growth automobile industry Europe ?,total losses companies country non life market ?,0.16218826
main driver growth automobile industry Europe ?,much money Lloyd 's London make last year ?,0.10122088
main driver growth automobile industry Europe ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.063973665
main driver growth automobile industry Europe ?,profitable insurance company India,0.098620564
main driver growth automobile industry Europe ?,complete profile top oil rigs ?,0.15360852
main driver growth automobile industry Europe ?,premiums market share top 5 companies India ?,-0.018611468
main driver growth automobile industry Europe ?,risks motor insurance segment India ?,0.0024954919
main driver growth automobile industry Europe ?,impacted airline industry 2020 ?,0.044746123
main driver growth automobile industry Europe ?,forecasted insurance premium penetration country trend compare peers ?,0.007121725
main driver growth automobile industry Europe ?,"profit margins airlines industry years , regions ?",0.031751316
main driver growth automobile industry Europe ?,oil industry perform Brazil ?,0.05969651
ROE Indian market ?,much premiums grown compared claims India ?,0.046713825
ROE Indian market ?,biggest acquisitions 2020 ?,0.03750275
ROE Indian market ?,share price Qantas ?,0.22855815
ROE Indian market ?,main distribution channels India ?,0.026410155
ROE Indian market ?,economic profit country compare others ?,0.12874813
ROE Indian market ?,top airports ?,0.09053014
ROE Indian market ?,many fatal air accidents till date ?,0.03543403
ROE Indian market ?,fleet Airbus ?,0.15348591
ROE Indian market ?,List key performance indicators AXA ?,0.15485266
ROE Indian market ?,company general information ?,0.12383269
ROE Indian market ?,best performing insurance firms India ?,0.090258256
ROE Indian market ?,premiums earned Indian insurance industry 2020 ?,0.32159844
ROE Indian market ?,premiums break lines business India ?,0.32159844
ROE Indian market ?,aircrafts manufactured Boeing ?,0.08397286
ROE Indian market ?,Insurance premiums market Country,0.18444961
ROE Indian market ?,Mergers among airline companies ?,0.17487386
ROE Indian market ?,demand potential India insurance ?,0.04742141
ROE Indian market ?,Airlines profitability Brazil ?,0.049074166
ROE Indian market ?,Details Aban Abraham oil rig ?,0.021381963
ROE Indian market ?,world premium penetration 2020,0.007061445
ROE Indian market ?,flow air traffic North America ?,0.08823434
ROE Indian market ?,Brazilian insurance market perform case sluggish economic scenario ?,0.02815941
ROE Indian market ?,capacity movement airline companies years ?,0.11528035
ROE Indian market ?,big airlines industry China ?,0.011807224
ROE Indian market ?,main driver growth automobile industry Europe ?,0.026410155
ROE Indian market ?,ROE Indian market ?,1.0
ROE Indian market ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.06410404
ROE Indian market ?,profitable airports ?,0.279921
ROE Indian market ?,Give detailed breakup income expenses South-East Asia,-0.0035538636
ROE Indian market ?,detailed income statement breakdown Axa ?,0.036328994
ROE Indian market ?,country Europe going grow 2020 ?,0.043931104
ROE Indian market ?,airline industry performing globally ?,0.050660565
ROE Indian market ?,prominent legal cases ?,-0.10405696
ROE Indian market ?,Show oil rigs world,0.015575483
ROE Indian market ?,profits clocked Cholamandalam 2020 ?,0.29304343
ROE Indian market ?,prominent bankruptcies 2020 ?,-0.10405696
ROE Indian market ?,Lloyd 's syndicates owns maximum number assets ?,0.09916437
ROE Indian market ?,company compares peers ?,0.12383269
ROE Indian market ?,many passengers carried ?,0.035434037
ROE Indian market ?,total losses companies country non life market ?,0.14729133
ROE Indian market ?,much money Lloyd 's London make last year ?,0.046713825
ROE Indian market ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.11135478
ROE Indian market ?,profitable insurance company India,0.279921
ROE Indian market ?,complete profile top oil rigs ?,0.0070103835
ROE Indian market ?,premiums market share top 5 companies India ?,0.32159844
ROE Indian market ?,risks motor insurance segment India ?,0.028563272
ROE Indian market ?,impacted airline industry 2020 ?,0.07870651
ROE Indian market ?,forecasted insurance premium penetration country trend compare peers ?,0.19206938
ROE Indian market ?,"profit margins airlines industry years , regions ?",0.2779506
ROE Indian market ?,oil industry perform Brazil ?,0.05683955
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,much premiums grown compared claims India ?,0.0039694197
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,biggest acquisitions 2020 ?,0.050353147
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,share price Qantas ?,0.015634894
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,main distribution channels India ?,0.057924204
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,economic profit country compare others ?,0.060854994
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,top airports ?,0.019245593
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,many fatal air accidents till date ?,0.0021955501
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,fleet Airbus ?,0.012427653
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,List key performance indicators AXA ?,-0.008654602
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,company general information ?,-0.0050473306
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,best performing insurance firms India ?,0.0480143
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,premiums earned Indian insurance industry 2020 ?,0.012519605
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,premiums break lines business India ?,0.012519605
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,aircrafts manufactured Boeing ?,0.0005446635
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Insurance premiums market Country,0.031735696
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Mergers among airline companies ?,0.045192532
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,demand potential India insurance ?,0.024462454
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Airlines profitability Brazil ?,0.05329007
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Details Aban Abraham oil rig ?,0.03269824
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,world premium penetration 2020,0.0032813922
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,flow air traffic North America ?,0.003047388
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Brazilian insurance market perform case sluggish economic scenario ?,0.08012211
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,capacity movement airline companies years ?,0.0817483
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,big airlines industry China ?,-0.004990706
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,main driver growth automobile industry Europe ?,0.057924204
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,ROE Indian market ?,0.06410404
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,1.0000001
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,profitable airports ?,-0.006042037
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Give detailed breakup income expenses South-East Asia,0.102599435
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,detailed income statement breakdown Axa ?,0.016564347
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,country Europe going grow 2020 ?,0.032926474
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,airline industry performing globally ?,-0.016447593
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,prominent legal cases ?,0.019248564
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Show oil rigs world,-0.040519908
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,profits clocked Cholamandalam 2020 ?,-0.02119394
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,prominent bankruptcies 2020 ?,0.019248564
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Lloyd 's syndicates owns maximum number assets ?,0.00615019
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,company compares peers ?,-0.0050473306
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,many passengers carried ?,0.002195539
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,total losses companies country non life market ?,0.0394369
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,much money Lloyd 's London make last year ?,0.0039694197
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,Calendar year COR versus Accident year COR Lloyd 's ?,-0.043129526
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,profitable insurance company India,-0.006042053
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,complete profile top oil rigs ?,0.037406795
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,premiums market share top 5 companies India ?,0.012519605
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,risks motor insurance segment India ?,0.033524536
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,impacted airline industry 2020 ?,-0.12437959
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,forecasted insurance premium penetration country trend compare peers ?,0.015583588
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,"profit margins airlines industry years , regions ?",0.019318543
Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,oil industry perform Brazil ?,-0.042893305
profitable airports ?,much premiums grown compared claims India ?,0.10090118
profitable airports ?,biggest acquisitions 2020 ?,0.17160611
profitable airports ?,share price Qantas ?,0.18235976
profitable airports ?,main distribution channels India ?,0.098620564
profitable airports ?,economic profit country compare others ?,0.20800377
profitable airports ?,top airports ?,0.12639253
profitable airports ?,many fatal air accidents till date ?,0.11991912
profitable airports ?,fleet Airbus ?,0.20522767
profitable airports ?,List key performance indicators AXA ?,0.009204714
profitable airports ?,company general information ?,0.43388736
profitable airports ?,best performing insurance firms India ?,0.19491908
profitable airports ?,premiums earned Indian insurance industry 2020 ?,0.24064985
profitable airports ?,premiums break lines business India ?,0.24064985
profitable airports ?,aircrafts manufactured Boeing ?,0.10673879
profitable airports ?,Insurance premiums market Country,0.10007472
profitable airports ?,Mergers among airline companies ?,0.23009215
profitable airports ?,demand potential India insurance ?,0.2799815
profitable airports ?,Airlines profitability Brazil ?,0.112400636
profitable airports ?,Details Aban Abraham oil rig ?,0.045137465
profitable airports ?,world premium penetration 2020,0.123559944
profitable airports ?,flow air traffic North America ?,0.06897335
profitable airports ?,Brazilian insurance market perform case sluggish economic scenario ?,0.04988481
profitable airports ?,capacity movement airline companies years ?,0.17368318
profitable airports ?,big airlines industry China ?,0.16122791
profitable airports ?,main driver growth automobile industry Europe ?,0.098620564
profitable airports ?,ROE Indian market ?,0.279921
profitable airports ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,-0.006042037
profitable airports ?,profitable airports ?,1.0000001
profitable airports ?,Give detailed breakup income expenses South-East Asia,-0.046705
profitable airports ?,detailed income statement breakdown Axa ?,0.15848085
profitable airports ?,country Europe going grow 2020 ?,0.1289781
profitable airports ?,airline industry performing globally ?,0.18386093
profitable airports ?,prominent legal cases ?,0.15287048
profitable airports ?,Show oil rigs world,0.089802
profitable airports ?,profits clocked Cholamandalam 2020 ?,0.563851
profitable airports ?,prominent bankruptcies 2020 ?,0.15287048
profitable airports ?,Lloyd 's syndicates owns maximum number assets ?,0.06707169
profitable airports ?,company compares peers ?,0.43388736
profitable airports ?,many passengers carried ?,0.119919114
profitable airports ?,total losses companies country non life market ?,0.067682445
profitable airports ?,much money Lloyd 's London make last year ?,0.10090118
profitable airports ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.06286082
profitable airports ?,profitable insurance company India,1.0000001
profitable airports ?,complete profile top oil rigs ?,0.06280946
profitable airports ?,premiums market share top 5 companies India ?,0.24064985
profitable airports ?,risks motor insurance segment India ?,0.15388024
profitable airports ?,impacted airline industry 2020 ?,0.19522706
profitable airports ?,forecasted insurance premium penetration country trend compare peers ?,0.16655245
profitable airports ?,"profit margins airlines industry years , regions ?",0.49974552
profitable airports ?,oil industry perform Brazil ?,0.12491119
Give detailed breakup income expenses South-East Asia,much premiums grown compared claims India ?,0.11249707
Give detailed breakup income expenses South-East Asia,biggest acquisitions 2020 ?,0.07881594
Give detailed breakup income expenses South-East Asia,share price Qantas ?,0.14261472
Give detailed breakup income expenses South-East Asia,main distribution channels India ?,0.05590552
Give detailed breakup income expenses South-East Asia,economic profit country compare others ?,0.058144014
Give detailed breakup income expenses South-East Asia,top airports ?,0.058321945
Give detailed breakup income expenses South-East Asia,many fatal air accidents till date ?,0.009778724
Give detailed breakup income expenses South-East Asia,fleet Airbus ?,0.016035544
Give detailed breakup income expenses South-East Asia,List key performance indicators AXA ?,0.14815308
Give detailed breakup income expenses South-East Asia,company general information ?,-0.07463371
Give detailed breakup income expenses South-East Asia,best performing insurance firms India ?,0.13080019
Give detailed breakup income expenses South-East Asia,premiums earned Indian insurance industry 2020 ?,0.020674787
Give detailed breakup income expenses South-East Asia,premiums break lines business India ?,0.020674787
Give detailed breakup income expenses South-East Asia,aircrafts manufactured Boeing ?,-0.034283917
Give detailed breakup income expenses South-East Asia,Insurance premiums market Country,0.019107822
Give detailed breakup income expenses South-East Asia,Mergers among airline companies ?,0.011039218
Give detailed breakup income expenses South-East Asia,demand potential India insurance ?,0.06912319
Give detailed breakup income expenses South-East Asia,Airlines profitability Brazil ?,-0.0028887056
Give detailed breakup income expenses South-East Asia,Details Aban Abraham oil rig ?,-0.0011420865
Give detailed breakup income expenses South-East Asia,world premium penetration 2020,0.05142713
Give detailed breakup income expenses South-East Asia,flow air traffic North America ?,0.13321823
Give detailed breakup income expenses South-East Asia,Brazilian insurance market perform case sluggish economic scenario ?,0.0035122894
Give detailed breakup income expenses South-East Asia,capacity movement airline companies years ?,0.015823733
Give detailed breakup income expenses South-East Asia,big airlines industry China ?,0.1878778
Give detailed breakup income expenses South-East Asia,main driver growth automobile industry Europe ?,0.05590552
Give detailed breakup income expenses South-East Asia,ROE Indian market ?,-0.0035538636
Give detailed breakup income expenses South-East Asia,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.102599435
Give detailed breakup income expenses South-East Asia,profitable airports ?,-0.046705
Give detailed breakup income expenses South-East Asia,Give detailed breakup income expenses South-East Asia,0.99999994
Give detailed breakup income expenses South-East Asia,detailed income statement breakdown Axa ?,0.12452504
Give detailed breakup income expenses South-East Asia,country Europe going grow 2020 ?,0.014482917
Give detailed breakup income expenses South-East Asia,airline industry performing globally ?,-0.017324513
Give detailed breakup income expenses South-East Asia,prominent legal cases ?,0.036949944
Give detailed breakup income expenses South-East Asia,Show oil rigs world,0.25063932
Give detailed breakup income expenses South-East Asia,profits clocked Cholamandalam 2020 ?,-0.012606969
Give detailed breakup income expenses South-East Asia,prominent bankruptcies 2020 ?,0.036949944
Give detailed breakup income expenses South-East Asia,Lloyd 's syndicates owns maximum number assets ?,-0.010755112
Give detailed breakup income expenses South-East Asia,company compares peers ?,-0.07463371
Give detailed breakup income expenses South-East Asia,many passengers carried ?,0.009778724
Give detailed breakup income expenses South-East Asia,total losses companies country non life market ?,0.06896376
Give detailed breakup income expenses South-East Asia,much money Lloyd 's London make last year ?,0.11249707
Give detailed breakup income expenses South-East Asia,Calendar year COR versus Accident year COR Lloyd 's ?,0.17338982
Give detailed breakup income expenses South-East Asia,profitable insurance company India,-0.046705
Give detailed breakup income expenses South-East Asia,complete profile top oil rigs ?,0.12871888
Give detailed breakup income expenses South-East Asia,premiums market share top 5 companies India ?,0.020674787
Give detailed breakup income expenses South-East Asia,risks motor insurance segment India ?,0.100262836
Give detailed breakup income expenses South-East Asia,impacted airline industry 2020 ?,-0.02525562
Give detailed breakup income expenses South-East Asia,forecasted insurance premium penetration country trend compare peers ?,0.044562288
Give detailed breakup income expenses South-East Asia,"profit margins airlines industry years , regions ?",0.014337336
Give detailed breakup income expenses South-East Asia,oil industry perform Brazil ?,0.047761973
detailed income statement breakdown Axa ?,much premiums grown compared claims India ?,0.18635514
detailed income statement breakdown Axa ?,biggest acquisitions 2020 ?,0.05671333
detailed income statement breakdown Axa ?,share price Qantas ?,0.12055656
detailed income statement breakdown Axa ?,main distribution channels India ?,0.105566174
detailed income statement breakdown Axa ?,economic profit country compare others ?,0.11992872
detailed income statement breakdown Axa ?,top airports ?,0.088740855
detailed income statement breakdown Axa ?,many fatal air accidents till date ?,0.1254775
detailed income statement breakdown Axa ?,fleet Airbus ?,0.08831322
detailed income statement breakdown Axa ?,List key performance indicators AXA ?,0.07170392
detailed income statement breakdown Axa ?,company general information ?,0.1403152
detailed income statement breakdown Axa ?,best performing insurance firms India ?,0.076464266
detailed income statement breakdown Axa ?,premiums earned Indian insurance industry 2020 ?,0.085902624
detailed income statement breakdown Axa ?,premiums break lines business India ?,0.085902624
detailed income statement breakdown Axa ?,aircrafts manufactured Boeing ?,0.09197829
detailed income statement breakdown Axa ?,Insurance premiums market Country,0.039289825
detailed income statement breakdown Axa ?,Mergers among airline companies ?,0.10525403
detailed income statement breakdown Axa ?,demand potential India insurance ?,0.027912322
detailed income statement breakdown Axa ?,Airlines profitability Brazil ?,0.034092564
detailed income statement breakdown Axa ?,Details Aban Abraham oil rig ?,0.35197967
detailed income statement breakdown Axa ?,world premium penetration 2020,0.007687309
detailed income statement breakdown Axa ?,flow air traffic North America ?,0.0859632
detailed income statement breakdown Axa ?,Brazilian insurance market perform case sluggish economic scenario ?,0.017489135
detailed income statement breakdown Axa ?,capacity movement airline companies years ?,0.01974437
detailed income statement breakdown Axa ?,big airlines industry China ?,0.0639807
detailed income statement breakdown Axa ?,main driver growth automobile industry Europe ?,0.105566174
detailed income statement breakdown Axa ?,ROE Indian market ?,0.036328994
detailed income statement breakdown Axa ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.016564347
detailed income statement breakdown Axa ?,profitable airports ?,0.15848085
detailed income statement breakdown Axa ?,Give detailed breakup income expenses South-East Asia,0.12452504
detailed income statement breakdown Axa ?,detailed income statement breakdown Axa ?,1.0000002
detailed income statement breakdown Axa ?,country Europe going grow 2020 ?,0.0013148747
detailed income statement breakdown Axa ?,airline industry performing globally ?,0.061669543
detailed income statement breakdown Axa ?,prominent legal cases ?,0.19888887
detailed income statement breakdown Axa ?,Show oil rigs world,0.034121577
detailed income statement breakdown Axa ?,profits clocked Cholamandalam 2020 ?,0.07044038
detailed income statement breakdown Axa ?,prominent bankruptcies 2020 ?,0.19888887
detailed income statement breakdown Axa ?,Lloyd 's syndicates owns maximum number assets ?,0.07682687
detailed income statement breakdown Axa ?,company compares peers ?,0.1403152
detailed income statement breakdown Axa ?,many passengers carried ?,0.1254775
detailed income statement breakdown Axa ?,total losses companies country non life market ?,0.12885734
detailed income statement breakdown Axa ?,much money Lloyd 's London make last year ?,0.18635514
detailed income statement breakdown Axa ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.16068795
detailed income statement breakdown Axa ?,profitable insurance company India,0.15848085
detailed income statement breakdown Axa ?,complete profile top oil rigs ?,0.43366283
detailed income statement breakdown Axa ?,premiums market share top 5 companies India ?,0.085902624
detailed income statement breakdown Axa ?,risks motor insurance segment India ?,0.24428636
detailed income statement breakdown Axa ?,impacted airline industry 2020 ?,0.067782536
detailed income statement breakdown Axa ?,forecasted insurance premium penetration country trend compare peers ?,0.117653236
detailed income statement breakdown Axa ?,"profit margins airlines industry years , regions ?",0.04325404
detailed income statement breakdown Axa ?,oil industry perform Brazil ?,0.07437387
country Europe going grow 2020 ?,much premiums grown compared claims India ?,0.10138196
country Europe going grow 2020 ?,biggest acquisitions 2020 ?,0.19195789
country Europe going grow 2020 ?,share price Qantas ?,0.09920533
country Europe going grow 2020 ?,main distribution channels India ?,0.061135013
country Europe going grow 2020 ?,economic profit country compare others ?,0.27980244
country Europe going grow 2020 ?,top airports ?,0.13646922
country Europe going grow 2020 ?,many fatal air accidents till date ?,0.21250093
country Europe going grow 2020 ?,fleet Airbus ?,0.14388539
country Europe going grow 2020 ?,List key performance indicators AXA ?,0.055178046
country Europe going grow 2020 ?,company general information ?,0.16602987
country Europe going grow 2020 ?,best performing insurance firms India ?,0.17469862
country Europe going grow 2020 ?,premiums earned Indian insurance industry 2020 ?,0.011874687
country Europe going grow 2020 ?,premiums break lines business India ?,0.011874687
country Europe going grow 2020 ?,aircrafts manufactured Boeing ?,0.12316866
country Europe going grow 2020 ?,Insurance premiums market Country,-0.03971836
country Europe going grow 2020 ?,Mergers among airline companies ?,0.053936128
country Europe going grow 2020 ?,demand potential India insurance ?,0.11675658
country Europe going grow 2020 ?,Airlines profitability Brazil ?,0.03177873
country Europe going grow 2020 ?,Details Aban Abraham oil rig ?,0.015817193
country Europe going grow 2020 ?,world premium penetration 2020,0.5980386
country Europe going grow 2020 ?,flow air traffic North America ?,0.08750291
country Europe going grow 2020 ?,Brazilian insurance market perform case sluggish economic scenario ?,0.16465507
country Europe going grow 2020 ?,capacity movement airline companies years ?,0.12611632
country Europe going grow 2020 ?,big airlines industry China ?,0.059380867
country Europe going grow 2020 ?,main driver growth automobile industry Europe ?,0.061135013
country Europe going grow 2020 ?,ROE Indian market ?,0.043931104
country Europe going grow 2020 ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,0.032926474
country Europe going grow 2020 ?,profitable airports ?,0.1289781
country Europe going grow 2020 ?,Give detailed breakup income expenses South-East Asia,0.014482917
country Europe going grow 2020 ?,detailed income statement breakdown Axa ?,0.0013148747
country Europe going grow 2020 ?,country Europe going grow 2020 ?,1.0
country Europe going grow 2020 ?,airline industry performing globally ?,0.15063426
country Europe going grow 2020 ?,prominent legal cases ?,0.07271015
country Europe going grow 2020 ?,Show oil rigs world,0.06739305
country Europe going grow 2020 ?,profits clocked Cholamandalam 2020 ?,0.11393306
country Europe going grow 2020 ?,prominent bankruptcies 2020 ?,0.07271015
country Europe going grow 2020 ?,Lloyd 's syndicates owns maximum number assets ?,0.017926397
country Europe going grow 2020 ?,company compares peers ?,0.16602987
country Europe going grow 2020 ?,many passengers carried ?,0.21250093
country Europe going grow 2020 ?,total losses companies country non life market ?,0.15291622
country Europe going grow 2020 ?,much money Lloyd 's London make last year ?,0.10138196
country Europe going grow 2020 ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.016430587
country Europe going grow 2020 ?,profitable insurance company India,0.1289781
country Europe going grow 2020 ?,complete profile top oil rigs ?,-0.0094975345
country Europe going grow 2020 ?,premiums market share top 5 companies India ?,0.011874687
country Europe going grow 2020 ?,risks motor insurance segment India ?,0.075500906
country Europe going grow 2020 ?,impacted airline industry 2020 ?,0.090121664
country Europe going grow 2020 ?,forecasted insurance premium penetration country trend compare peers ?,0.04120509
country Europe going grow 2020 ?,"profit margins airlines industry years , regions ?",0.08500035
country Europe going grow 2020 ?,oil industry perform Brazil ?,0.15827732
airline industry performing globally ?,much premiums grown compared claims India ?,0.063403934
airline industry performing globally ?,biggest acquisitions 2020 ?,0.07650538
airline industry performing globally ?,share price Qantas ?,0.07253395
airline industry performing globally ?,main distribution channels India ?,-0.010090046
airline industry performing globally ?,economic profit country compare others ?,0.18859881
airline industry performing globally ?,top airports ?,0.033202253
airline industry performing globally ?,many fatal air accidents till date ?,0.052786518
airline industry performing globally ?,fleet Airbus ?,0.31277964
airline industry performing globally ?,List key performance indicators AXA ?,0.084185585
airline industry performing globally ?,company general information ?,0.3277406
airline industry performing globally ?,best performing insurance firms India ?,0.043225683
airline industry performing globally ?,premiums earned Indian insurance industry 2020 ?,0.1790623
airline industry performing globally ?,premiums break lines business India ?,0.1790623
airline industry performing globally ?,aircrafts manufactured Boeing ?,0.42098024
airline industry performing globally ?,Insurance premiums market Country,0.13024557
airline industry performing globally ?,Mergers among airline companies ?,0.19407216
airline industry performing globally ?,demand potential India insurance ?,0.13321401
airline industry performing globally ?,Airlines profitability Brazil ?,0.7207376
airline industry performing globally ?,Details Aban Abraham oil rig ?,0.06418461
airline industry performing globally ?,world premium penetration 2020,0.08290544
airline industry performing globally ?,flow air traffic North America ?,0.050587796
airline industry performing globally ?,Brazilian insurance market perform case sluggish economic scenario ?,0.11174108
airline industry performing globally ?,capacity movement airline companies years ?,0.12544745
airline industry performing globally ?,big airlines industry China ?,0.030408666
airline industry performing globally ?,main driver growth automobile industry Europe ?,-0.010090046
airline industry performing globally ?,ROE Indian market ?,0.050660565
airline industry performing globally ?,Kdo je nejv ? tí konkurent ? eské Poji ? ovny ?,-0.016447593
airline industry performing globally ?,profitable airports ?,0.18386093
airline industry performing globally ?,Give detailed breakup income expenses South-East Asia,-0.017324513
airline industry performing globally ?,detailed income statement breakdown Axa ?,0.061669543
airline industry performing globally ?,country Europe going grow 2020 ?,0.15063426
airline industry performing globally ?,airline industry performing globally ?,1.0
airline industry performing globally ?,prominent legal cases ?,0.009355504
airline industry performing globally ?,Show oil rigs world,0.058803406
airline industry performing globally ?,profits clocked Cholamandalam 2020 ?,0.14300674
airline industry performing globally ?,prominent bankruptcies 2020 ?,0.009355504
airline industry performing globally ?,Lloyd 's syndicates owns maximum number assets ?,0.09455481
airline industry performing globally ?,company compares peers ?,0.3277406
airline industry performing globally ?,many passengers carried ?,0.052786518
airline industry performing globally ?,total losses companies country non life market ?,0.07776411
airline industry performing globally ?,much money Lloyd 's London make last year ?,0.063403934
airline industry performing globally ?,Calendar year COR versus Accident year COR Lloyd 's ?,0.0060454328
airline industry performing globally ?,profitable insurance company India,0.18386093
airline industry performing globally ?,complete profile top oil rigs ?,-0.0035510585
airline industry performing globally ?,premiums market share top 5 companies India ?,0.1790623
airline industry performing globally ?,risks motor insurance segment India ?,0.08017334
airline industry performing globally ?,impacted airline industry 2020 ?,0.07455617
airline industry performing globally ?,forecasted insurance premium penetration country trend compare peers ?,0.0692728
airline industry performing globally ?,"profit margins airlines industry years , regions ?",0.1082861
airline industry performing globally ?,oil industry perform Brazil ?,0.25632498
prominent legal cases ?,much premiums grown compared claims India ?,0.07119866
prominent legal cases ?,biggest acquisitions 2020 ?,0.31462547
prominent legal cases ?,share price Qantas ?,-0.0013407543
prominent legal cases ?,main distribution channels India ?,0.35186332
prominent legal cases ?,economic profit country compare others ?,0.06985683
prominent legal cases ?,top airports ?,0.37228996
prominent legal cases ?,many fatal air accidents till date ?,0.22754428
prominent legal cases ?,fleet Airbus ?,-0.03483851
prominent legal cases ?,List key performance indicators AXA ?,0.10040211
prominent legal cases ?,company general information ?,0.03130354
prominent legal cases ?,best performing insurance firms India ?,0.17629024
prominent legal cases ?,premiums earned Indian insurance industry 2020 ?,-0.042363726
prominent legal cases ?,premiums break lines business India ?,-0.042363726
prominent legal cases ?,aircrafts manufactured Boeing ?,0.012224132
prominent legal cases ?,Insurance premiums market Country,0.003037613
prominent legal cases ?,Mergers among airline companies ?,0.008539312
prominent legal cases ?,demand potential India insurance ?,0.053542666
prominent legal cases ?,Airlines profitability Brazil ?,0.06295821
prominent legal cases ?,Details Aban Abraham oil rig ?,0.043160476
prominent legal cases ?,world premium penetration 2020,0.104102775
prominent legal cases ?,flow air traffic North America ?,-0.013586701
